STATEFP10,PUMACE10,GEOID10,linguistically_isolated,crowded_conditions,child_w_disability,no_comp_or_no_internet,age,essential_hh,num_5_17,vulnerable_sector_hh,single_parent,in_poverty
01,02400,0102400,.018128706,.094724633,.071311966,.47267807,10.821075,.70727724,1.980153,.19022253,.41476932,.40450209
01,02500,0102500,.01370563,.061945837,.066784889,.35601574,11.121186,.75131494,2.0440023,.19043611,.27098674,.28370053
01,02600,0102600,.0049805357,.086844519,.043021526,.27458781,11.320271,.68811542,2.0999255,.20935425,.16659033,.16026448
01,02701,0102701,.0033898305,.1060452,.039209038,.46395481,10.983728,.72062147,2.1792655,.20485875,.49887004,.48090395
01,02702,0102702,.0063659842,.07927452,.047744881,.3046664,10.922347,.68770647,2.2326586,.17890817,.35229117,.2544592
01,02703,0102703,.029188622,.098684028,.05429415,.3997848,11.171325,.70598948,2.0236158,.21152095,.21096918,.20975529
02,00101,0200101,.023846904,.24568252,.047736242,.17885178,10.810625,.7708236,2.3932617,.22255696,.22433911,.19374549
02,00102,0200102,.059772905,.1480397,.039491538,.12590159,10.833,.73387843,2.1406484,.17074913,.18853103,.11743912
02,00200,0200200,.001866588,.17801356,.053574353,.20974556,10.967908,.77345514,2.3556669,.16334283,.15188132,.16337557
02,00300,0200300,.0056560272,.17018518,.04571655,.18344261,10.909431,.70606673,2.2806759,.18038043,.12619786,.083291307
02,00400,0200400,.018485103,.50842834,.037454337,.49104354,10.767704,.66880858,2.5879142,.17331983,.16042428,.23814973
04,00100,0400100,.0038799727,.063767605,.036129098,.066186287,11.119044,.70025951,2.507319,.15935603,.10329798,.05041445
04,00101,0400101,.026820857,.11891741,.046605594,.26984569,11.126894,.69584453,2.3329618,.24640356,.15197325,.14845519
04,00102,0400102,.031486526,.24178776,.044504996,.21673478,10.810551,.72241145,2.4444065,.22449289,.1916818,.20118074
04,00103,0400103,.10441191,.29868886,.044836827,.36108717,10.757489,.74677002,2.3155804,.23877883,.25193799,.33998469
04,00104,0400104,.095617533,.26256877,.076266363,.29684436,10.541137,.76519322,2.2263961,.26225257,.20679188,.26984128
04,00105,0400105,.013554792,.061792031,.048841797,.1015973,11.165044,.68442154,2.2767277,.17048492,.15241186,.072164945
04,00106,0400106,.058339819,.17652783,.046126898,.20426236,11.162952,.70046711,2.1207182,.23953873,.24742118,.16786687
04,00107,0400107,.021057282,.038924064,.027781868,.057870712,10.994453,.70804495,2.0945368,.13964561,.10337211,.054582044
04,00108,0400108,.033245746,.1757683,.054324232,.13578202,11.000114,.71221298,1.9917742,.16914201,.20027418,.12498572
04,00109,0400109,.078329235,.22398034,.066339068,.37729731,11.243636,.57877147,2.167666,.36560196,.27302212,.31410319
04,00110,0400110,.034925733,.18747491,.057139035,.2336411,11.259267,.68968284,2.2587984,.17128329,.17395958,.17563228
04,00111,0400111,.0095072864,.055308815,.039347675,.096183203,11.520125,.67043722,1.9187369,.14247051,.14781402,.10409438
04,00112,0400112,.0056119584,.041630529,.035559412,.10392327,11.406663,.68715882,2.0555074,.13453396,.13279934,.059027601
04,00113,0400113,.01724997,.060468301,.052497197,.082762487,11.286088,.73794991,1.9903475,.14136256,.2302902,.090795867
04,00114,0400114,.062322762,.23240526,.047241557,.26385665,11.133153,.77313739,2.1052463,.25786287,.23246971,.27584428
04,00115,0400115,.1113729,.23191543,.059347935,.31106725,10.657603,.70969182,2.1584947,.24662507,.2076541,.28534132
04,00116,0400116,.088834383,.33080941,.052895382,.43516049,10.392982,.79017812,2.279247,.19201237,.3280367,.3615762
04,00117,0400117,.069512926,.25207457,.035778712,.35514131,11.162477,.74521947,2.1506915,.24912809,.21605532,.26199639
04,00118,0400118,.14186266,.44035602,.04390632,.46740589,10.993785,.76908159,2.537318,.27044901,.27378052,.48500821
04,00119,0400119,.096800357,.33488786,.052678537,.41307434,10.924004,.74869215,2.5786934,.20264407,.27953282,.42292875
04,00120,0400120,.024535809,.077637218,.051316056,.20179555,11.245511,.6933279,2.0911548,.16078351,.23005509,.1041114
04,00121,0400121,.097303063,.2335331,.059182849,.3595632,10.922981,.74747884,2.4909236,.22134501,.23194836,.30147526
04,00122,0400122,.16608948,.42239478,.046839472,.57673067,10.933571,.79707557,2.7730088,.24756008,.26375625,.46748522
04,00123,0400123,.1050491,.32150951,.051159143,.52980649,10.951833,.74917203,2.5046191,.25108942,.18441695,.35337865
04,00124,0400124,.10388295,.34387159,.059703309,.38371432,10.870257,.76495624,2.3681502,.19775455,.24306907,.40819553
04,00125,0400125,.064924859,.21821965,.058543354,.35930637,10.967491,.67791909,2.1225896,.24351445,.23121387,.26506358
04,00126,0400126,.011401156,.11973793,.036473379,.20021668,11.216931,.70743912,2.16818,.20274453,.20191911,.16394965
04,00127,0400127,.02787216,.12502654,.070237845,.19218518,11.032703,.72387981,2.2180929,.14897005,.25281376,.14074114
04,00128,0400128,.021788599,.081067242,.048469678,.16799408,11.099442,.67550349,2.0188873,.18255775,.14427125,.12049153
04,00129,0400129,.0068066553,.036969483,.031586438,.070024021,11.147878,.72266215,2.1674526,.13849097,.13751224,.071492128
04,00130,0400130,.028970601,.18085198,.054084171,.21342248,11.264506,.70969403,2.3603325,.27530643,.26159254,.24539299
04,00131,0400131,.013108108,.087747745,.039774776,.088828832,11.118468,.7529279,2.3023424,.16373874,.13112612,.097162165
04,00132,0400132,.022862948,.097717941,.027266184,.18925442,11.133663,.72280788,2.2342606,.16266565,.1492866,.092213899
04,00133,0400133,.059358545,.19287539,.031394608,.26886868,11.066858,.75323123,2.2890537,.17747726,.26723313,.20879209
04,00134,0400134,.037458245,.15613857,.055023834,.2948617,10.940547,.71643585,2.4670646,.22756447,.11894307,.19111961
04,00201,0400201,.0060564619,.21861874,.070479631,.40910423,11.139934,.69815373,2.4717691,.25803459,.29056364,.3489792
04,00202,0400202,.041328639,.18398897,.079748966,.2259299,10.638298,.70748508,2.1777642,.24261442,.19429563,.23343028
04,00203,0400203,.0080591738,.12535881,.077279754,.15185471,11.270258,.68282181,2.3026054,.21091853,.23167366,.10769486
04,00204,0400204,.010591494,.048639402,.060045626,.11634349,11.646244,.66156101,1.956249,.15927978,.14396285,.084650479
04,00205,0400205,.024134632,.10619238,.050617497,.19855627,11.078362,.73582363,2.2493477,.20529658,.15120021,.11736824
04,00206,0400206,.03032569,.22906281,.040960453,.24052842,10.894567,.64057827,2.0123796,.2848953,.32959455,.29104355
04,00207,0400207,.052436881,.23517987,.080273747,.39295292,10.892352,.73263663,2.0337558,.25987238,.33949876,.37547398
04,00208,0400208,.13528079,.31799325,.075189255,.38206235,11.151362,.73136306,2.4264147,.28737009,.30075702,.47782388
04,00209,0400209,.031278651,.18740225,.078088768,.27487463,10.697676,.67098099,2.2158766,.26931995,.24909669,.29461253
04,00300,0400300,.022195948,.38845596,.043505132,.53611547,11.047267,.64298379,2.7134681,.22233568,.22558714,.38243672
04,00400,0400400,.0075612604,.26371062,.054842472,.41596267,11.109825,.67827302,2.3989265,.21274212,.2023804,.21288215
04,00500,0400500,.012929956,.15094474,.049148124,.2551702,11.133729,.68171591,2.1643391,.234668,.17512591,.19873558
04,00600,0400600,.019017274,.27087036,.061076641,.31400302,11.098709,.67647159,2.4713736,.26590642,.24031527,.29649505
04,00700,0400700,.10795198,.22038209,.03569252,.37812343,10.939717,.74008322,2.2580354,.23193513,.22231644,.28591111
04,00800,0400800,.014151425,.22013897,.060539491,.38270155,10.903392,.65776032,2.5525186,.20803106,.18708491,.30530295
04,00803,0400803,.013695879,.12603422,.062133506,.14892763,10.937746,.70567918,2.4906819,.17439152,.10599245,.15655877
04,00805,0400805,.02254702,.19720145,.053931564,.33690232,11.253343,.75572175,2.455076,.17895989,.24246544,.20213006
04,00807,0400807,.027575511,.16262136,.059701994,.31607336,10.706075,.71079421,2.4684129,.22967233,.17684735,.24315669
04,00900,0400900,.052649572,.12598291,.054051284,.30188033,10.979658,.70694017,2.0819144,.26752138,.23029059,.28755555
05,00100,0500100,.044924993,.12487926,.03889294,.26314336,10.959589,.66941988,2.2638726,.23256914,.1614067,.15742475
05,00200,0500200,.081111968,.16557772,.054207139,.33741584,10.908504,.76560754,2.1902716,.19091745,.19899137,.18060766
05,00300,0500300,.019818824,.1525539,.061412834,.40849742,11.074852,.72555608,2.1007528,.24378003,.18428104,.21639094
05,00400,0500400,.0062922179,.11353752,.046081245,.46155271,11.154252,.72998983,2.2479413,.23646711,.19778848,.30211899
05,00500,0500500,.013037533,.079592764,.10688345,.3669959,10.875703,.74739403,1.9930406,.19149065,.25108647,.24175657
05,00600,0500600,.0049626548,.19294201,.081006564,.45445886,11.042408,.70955938,2.3012683,.22086321,.34096947,.34658378
05,00700,0500700,0,.11656232,.1104724,.52606714,11.25572,.74837792,2.1803074,.19282869,.32549801,.35606146
05,00800,0500800,.0015533981,.10402219,.075617202,.47106797,11.019029,.73814148,2.1940639,.21037447,.23367545,.24826629
05,00900,0500900,.029383749,.083965942,.097878478,.35020927,10.669159,.77006781,2.0849762,.20802425,.35875306,.27195844
05,01000,0501000,.034737118,.10369143,.086664066,.41580555,10.843667,.75017869,2.1812243,.17007864,.37765646,.24907389
05,01100,0501100,.0079115266,.076251239,.067829296,.26394442,11.047979,.70758545,1.9831561,.17394017,.18332624,.17643556
05,01200,0501200,.024969697,.11660606,.096678786,.39127272,11.077722,.7365818,2.0618668,.20412122,.22753939,.14288485
05,01300,0501300,.035117056,.15768006,.071416914,.42258748,11.029203,.72607881,2.2035239,.21959376,.21119177,.24887837
05,01400,0501400,.037101433,.13879885,.065332703,.33111334,11.17646,.75929743,2.0908823,.19272706,.20377792,.28693935
05,01500,0501500,.058657855,.18458539,.070681907,.48253262,11.204679,.74088717,2.32622,.18019824,.18431458,.32248279
05,01600,0501600,.0084763458,.0665581,.12296964,.46782747,10.952024,.72746253,1.9613345,.23625204,.25783959,.27767339
05,01700,0501700,.0040273373,.097388335,.090798147,.49170125,10.945509,.71570659,2.0868318,.15779839,.32291922,.27599463
05,01800,0501800,.009650181,.086007237,.12677926,.52816647,10.926659,.78281063,1.9760555,.16706876,.2667672,.31881785
05,01900,0501900,.0091109388,.14821652,.055499315,.46477699,10.990115,.77359617,1.9719526,.19514084,.3112011,.29768357
05,02000,0502000,.012638401,.10731839,.089008912,.47118554,10.858547,.7725628,2.1076424,.17283283,.31758034,.3373481
06,00101,0600101,.035317726,.091705687,.034648828,.078461535,11.021271,.59531772,1.7894315,.14615385,.20434782,.097257525
06,00102,0600102,.19821031,.41168559,.054626271,.33693999,10.72798,.71534681,1.8832027,.25722307,.30752134,.34857878
06,00103,0600103,.025039697,.06913399,.033956271,.079394162,11.034201,.67631608,1.8729082,.095028706,.15689507,.057957739
06,00104,0600104,.15399036,.45489326,.051075064,.41273242,10.890313,.78747416,2.2517025,.25763255,.28540823,.34375238
06,00105,0600105,.12192582,.18797565,.039974365,.16706721,10.832732,.71701515,1.8411039,.14896259,.16931026,.10165825
06,00106,0600106,.10819151,.26212844,.042160198,.22418879,10.91636,.73778081,1.895439,.13129112,.17771727,.12720671
06,00107,0600107,.14294115,.38942251,.034461129,.20562983,11.027483,.77892345,2.1104796,.19304505,.1823421,.10714706
06,00108,0600108,.041215729,.26889431,.023358585,.058712121,10.836851,.76312232,1.9888618,.12288059,.10353535,.065386005
06,00109,0600109,.071481824,.18396804,.025228878,.062535413,10.75293,.77031583,1.8250082,.11907673,.088957146,.042107776
06,00110,0600110,.072285809,.09580186,.026944999,.06285622,10.96622,.73914552,1.9396228,.12427598,.11195032,.039548676
06,00300,0600300,.010526316,.13162209,.055176876,.32083693,10.994823,.74879205,2.0515962,.16833477,.19874892,.17351165
06,00701,0600701,.035869565,.10905797,.055917874,.16582125,10.798913,.71159422,1.9342391,.18544686,.20368357,.19033816
06,00702,0600702,.046702638,.21115108,.093465231,.26540768,10.63843,.67829734,2.0818944,.21157074,.15731415,.29556355
06,01100,0601100,.075534284,.19003233,.062560357,.50300205,10.994752,.76844269,2.1999412,.2187933,.18990637,.26094806
06,01301,0601301,.20316124,.39075291,.052624106,.37863803,10.745398,.78434527,2.1048224,.24471156,.21087502,.26226869
06,01302,0601302,.054733485,.16695088,.04175147,.20375158,10.834149,.76758897,1.9090159,.17267177,.18746905,.083447933
06,01303,0601303,.12734024,.17273298,.053341702,.1699613,10.850748,.76001465,1.8570756,.18329673,.18089113,.09172681
06,01304,0601304,.022392595,.047262866,.033051282,.07839746,11.484082,.768641,2.1881633,.1007433,.090552099,.040250573
06,01305,0601305,.044820819,.042652071,.024785707,.050673001,11.265552,.77138627,1.9102895,.087128647,.093944713,.037385106
06,01306,0601306,.060709026,.088854909,.051308189,.08692944,10.951636,.73275572,1.9326651,.14027636,.12487258,.069996603
06,01307,0601307,.097130246,.27350992,.071434878,.28520972,10.662869,.73509932,2.1237528,.21836644,.18454745,.17690949
06,01308,0601308,.063362695,.14399019,.093378909,.20021033,11.219008,.72941589,2.1148942,.18084221,.22461767,.21554708
06,01309,0601309,.015488416,.10583043,.047101758,.1245014,11.263048,.75952643,2.3281846,.11741492,.18441823,.12420436
06,01500,0601500,.013752112,.15884855,.056931414,.34549269,11.037411,.72047085,2.2558126,.25260764,.20453353,.20680612
06,01700,0601700,.026324648,.11230054,.044974077,.21541102,11.204471,.75890392,2.1400054,.18710025,.15074396,.1074867
06,01901,0601901,.21737513,.32653469,.030608159,.45995194,11.079095,.83111161,2.4553463,.13473311,.17306483,.38408947
06,01902,0601902,.054206755,.14938335,.041486409,.13860011,11.249403,.72218633,2.2180862,.1716601,.20116872,.15751921
06,01903,0601903,.084535331,.34494248,.078784004,.39926055,10.633011,.78542084,2.3207505,.22074129,.28090197,.41144788
06,01904,0601904,.10317935,.3913587,.063016303,.40445653,10.853723,.76625001,2.5318477,.17456521,.29331523,.42002717
06,01905,0601905,.1776472,.39103311,.068096749,.4211776,10.646436,.76077592,2.4930172,.2011108,.22421218,.44600958
06,01906,0601906,.027254859,.10063332,.064380869,.18541166,10.830662,.70168161,2.2559948,.1689015,.18977943,.14968334
06,01907,0601907,.12046816,.29370824,.044980783,.500606,11.181135,.76803213,2.5628657,.16347519,.15270612,.34616849
06,02300,0602300,.043753661,.20492893,.072390482,.26113802,10.886518,.71794325,2.1159313,.22063129,.25991377,.23894182
06,02500,0602500,.18108535,.28892767,.041164577,.26776364,11.188454,.70539349,2.2136071,.20748498,.19435441,.32912269
06,02901,0602901,.17598288,.24970216,.01830825,.50397527,11.112403,.81144691,2.2797053,.1378103,.19091152,.29781905
06,02902,0602902,.028001631,.17396323,.042262767,.22403568,11.11255,.7131474,2.1589777,.16497646,.20352679,.17176747
06,02903,0602903,.091824599,.38075227,.065392643,.43129015,10.78783,.82322311,2.5010176,.20125288,.27428436,.40668198
06,02904,0602904,.11309037,.4555597,.03915954,.47348458,10.835106,.8032726,2.6563778,.25176644,.16154705,.41409445
06,02905,0602905,.04253041,.25559431,.060816564,.33035886,10.797946,.78018177,2.3388979,.18294391,.21300898,.28705966
06,03100,0603100,.13927965,.27257901,.048453957,.35939518,10.939008,.78817534,2.2817533,.14682297,.19976215,.31916413
06,03300,0603300,.080109201,.20091285,.056562725,.43219724,10.940323,.74990404,2.0244849,.24002901,.20829245,.24642751
06,03701,0603701,.047057435,.11573692,.035931911,.20481975,11.508079,.69288832,2.2023036,.13849904,.14286275,.17808704
06,03702,0603702,.061031375,.21290937,.05582428,.11772791,11.088018,.6956625,2.1064944,.20767584,.15140222,.11257368
06,03703,0603703,.055442415,.13897079,.035684977,.28417277,11.127876,.74063039,2.3214383,.17754339,.26715097,.32949328
06,03704,0603704,.071296699,.24807233,.06877172,.21158232,10.999619,.74361968,2.3123643,.17180713,.2051477,.25062445
06,03705,0603705,.081855066,.19580781,.04402991,.12095299,11.286214,.72722936,1.8753083,.14815846,.13968658,.10070798
06,03706,0603706,.051317211,.28741795,.04886562,.19625197,11.410621,.72492313,2.1545334,.20377296,.16525389,.16425663
06,03707,0603707,.10453086,.45198002,.059543345,.25872278,11.079843,.74295396,2.301748,.19882269,.12404566,.2317517
06,03708,0603708,.086254328,.32667619,.041369472,.2381292,11.131495,.743173,1.9986753,.22034848,.18825148,.2371612
06,03709,0603709,.059705749,.12203467,.030223541,.12454379,11.357094,.60458487,1.9260379,.13064553,.10093522,.1044708
06,03710,0603710,.083153948,.39959031,.025241302,.35966253,11.170093,.7131449,2.219707,.21067981,.15398236,.21120061
06,03711,0603711,.03268696,.11855689,.053030591,.10686121,11.225456,.66231096,2.0541735,.13920531,.13185264,.12530001
06,03712,0603712,.12019991,.43711346,.045879476,.32924637,11.15202,.76567668,2.2461169,.21666907,.2178556,.33593413
06,03713,0603713,.061619323,.17305972,.035898011,.14918363,11.551723,.71292776,1.940114,.1610378,.18329233,.11686423
06,03714,0603714,.15472142,.16681924,.043159824,.13490714,11.229663,.71122158,1.8911195,.14850903,.11044991,.073306307
06,03715,0603715,.073756434,.29870129,.04567508,.16118598,11.149081,.7188434,2.1735849,.17490812,.13491791,.15128645
06,03716,0603716,.099751242,.39497513,.031194029,.25049752,11.016716,.72875619,2.2906966,.16711442,.12447761,.1936816
06,03717,0603717,.11574119,.18650287,.024799345,.30552006,11.308435,.71970516,1.9266831,.15000819,.15888616,.13821457
06,03718,0603718,.070023216,.26218989,.028718075,.24251497,10.97061,.70010996,1.9745815,.22332886,.18245143,.23341073
06,03719,0603719,.17302318,.21605293,.031851061,.15933749,11.118732,.67659873,1.8120993,.16965313,.16188559,.19349006
06,03720,0603720,.039931584,.21268338,.01789356,.16505493,10.902112,.61870927,1.8202091,.16880469,.17025195,.11768962
06,03721,0603721,.13115536,.43627042,.04095624,.28305712,11.061285,.71688324,1.9214857,.24156432,.22981995,.28413022
06,03722,0603722,.21229857,.48043233,.036521129,.27761519,10.888369,.75153148,1.965742,.27878577,.2100355,.31998909
06,03723,0603723,.15932427,.50671673,.042471752,.31938463,11.170771,.75322956,2.1443818,.25162858,.16804682,.34566265
06,03724,0603724,.091534898,.28407851,.050572518,.17161942,11.152706,.68610281,1.9946837,.20913985,.17376636,.18443294
06,03725,0603725,.14119633,.30009377,.028239265,.16673543,11.012451,.73163325,1.9565347,.16722295,.20712544,.15717232
06,03726,0603726,.014683667,.044473987,.031905252,.065442018,11.568131,.603118,1.9896066,.094930209,.13511391,.054444376
06,03727,0603727,.014937802,.044032685,.045958467,.057877477,10.702077,.56659555,1.90267,.085410923,.17061365,.046530996
06,03728,0603728,.033418018,.18907563,.045143638,.081688486,10.8034,.6512605,1.8851867,.19200704,.2965605,.13474692
06,03729,0603729,.055109683,.25390881,.032994471,.079305626,10.688663,.61952323,1.8178468,.17626776,.14309494,.12359551
06,03730,0603730,.12739085,.25571725,.028794179,.11564449,10.882484,.64745325,1.9913721,.229158,.1956341,.1239605
06,03731,0603731,.098693758,.10885341,.038772549,.045925774,11.262803,.59496164,2.0037322,.086771719,.20226,.096413024
06,03732,0603732,.2699571,.58687919,.042489272,.21545064,10.929246,.74635196,1.9072348,.32115266,.24849786,.31937462
06,03733,0603733,.40906253,.75677192,.016664587,.35719636,10.55118,.81263262,1.9284734,.36431158,.25989264,.40875047
06,03734,0603734,.25308704,.65499884,.035751946,.3647311,10.896316,.73041469,2.0539851,.26859882,.21182434,.39599279
06,03735,0603735,.072257578,.46135259,.049964264,.27272728,10.935298,.68751913,2.0315509,.20394132,.17616828,.24526054
06,03736,0603736,.12042431,.31871971,.025323441,.20786069,11.12441,.68747318,1.885462,.196272,.17235883,.13832854
06,03737,0603737,.17830178,.4316994,.030317109,.33203623,11.469741,.70739925,1.9199675,.28237891,.12870252,.2022883
06,03738,0603738,.14459646,.54943305,.045604788,.49395424,11.196938,.75093091,2.333668,.26337811,.16898875,.32195306
06,03739,0603739,.077073835,.20857047,.025440019,.21595749,11.219651,.66758376,2.0140202,.15863265,.1516225,.13462481
06,03740,0603740,.077525087,.38463309,.035678115,.34476566,11.277046,.72235519,2.0530338,.19675905,.19358255,.17470767
06,03741,0603741,.17698687,.54073763,.044851732,.42467168,11.01965,.77341807,2.1231971,.24397406,.1828918,.37769029
06,03742,0603742,.18117045,.59304094,.033619259,.43234643,11.119742,.74325538,2.3282373,.25,.1925844,.38181379
06,03743,0603743,.19859192,.45161843,.036919378,.52700263,10.937666,.75465786,2.1890616,.22550872,.22061475,.31291321
06,03744,0603744,.18460566,.59471315,.054251619,.41295242,11.126877,.74952585,2.303896,.26967758,.23099415,.4239766
06,03745,0603745,.20887229,.58445913,.036887996,.43569353,10.927341,.75746542,2.4958003,.25240332,.21078855,.47574335
06,03746,0603746,.22570977,.559439,.041115258,.42608303,11.035403,.72248614,2.1961317,.33729216,.23526751,.37936884
06,03747,0603747,.085983261,.40598327,.039414227,.28548118,11.045565,.72087866,2.0201674,.27543932,.28016737,.31820083
06,03748,0603748,.034767173,.16177699,.026675716,.09704531,10.819691,.61902279,1.7743788,.12993318,.20886406,.14188766
06,03749,0603749,.11448514,.33550721,.061802618,.31833699,10.638355,.71590155,1.9200591,.2786977,.29851735,.25785908
06,03750,0603750,.1490262,.44162995,.0329527,.44145605,11.00087,.75139117,2.3112972,.24240668,.27704033,.41085091
06,03751,0603751,.14911349,.47247314,.038074285,.49693283,11.110133,.73788017,2.4213018,.22785039,.27394849,.45852205
06,03752,0603752,.16061291,.49895278,.033759575,.32042661,11.05972,.77503723,2.2413328,.1961087,.20729758,.28947803
06,03753,0603753,.073894396,.27448678,.025482586,.20278828,11.267031,.73628843,2.0018384,.14819732,.19997957,.14610356
06,03754,0603754,.050065931,.30447912,.029988514,.18465269,11.231528,.72589219,2.1456888,.16661704,.12812115,.12918457
06,03755,0603755,.089182943,.36509421,.043140341,.28963551,11.058537,.73195928,2.0101333,.16690442,.12553495,.16665846
06,03756,0603756,.092389427,.42557877,.034640636,.31751037,11.380443,.7807101,2.143357,.19713199,.22188148,.25436246
06,03757,0603757,.080796219,.47091982,.043480814,.36094067,11.01973,.72414196,2.4030416,.23425619,.21846099,.30918059
06,03758,0603758,.15009008,.40250763,.030775454,.33911827,10.85013,.7371769,2.0289371,.25738132,.22653234,.27392727
06,03759,0603759,.13481417,.46776289,.04269436,.26034907,10.716285,.73974711,2.1003895,.26977259,.26034907,.23294389
06,03760,0603760,.024928555,.051835567,.033106178,.051879533,11.087536,.69791162,1.9925698,.10274786,.17625852,.053638164
06,03761,0603761,.11079974,.19319896,.037076958,.078519076,10.964163,.6702953,1.8131602,.15967882,.14351153,.082776457
06,03762,0603762,.059058215,.2972016,.03955945,.19302091,11.166273,.68565971,2.1278377,.18228815,.16059789,.16986963
06,03763,0603763,.075662367,.39936796,.04027487,.29599825,10.950906,.7508176,2.0878625,.20280749,.25462094,.27233309
06,03764,0603764,.075718515,.21392021,.029010043,.14239545,11.621061,.6805048,2.0070794,.15393791,.16601901,.14143357
06,03765,0603765,.0060813869,.07271786,.03991719,.086368635,11.180371,.61473763,1.8519764,.12046322,.14782946,.066183604
06,03766,0603766,.14294127,.57706517,.037796456,.40409017,10.98576,.76979494,2.2174098,.27008942,.2273141,.33433267
06,03767,0603767,.11362966,.46604374,.052850321,.33066085,10.805813,.77318281,2.208601,.26201144,.23162177,.31595236
06,03768,0603768,.050007701,.10417415,.030651538,.076808542,11.478667,.71715355,1.9854187,.11197823,.12450583,.061713815
06,03769,0603769,.11781664,.50253057,.053302582,.39349094,10.950798,.82446027,2.1538856,.26881927,.33756167,.40470243
06,03900,0603900,.11697475,.27430323,.056539923,.37422979,10.942407,.79012227,2.3011205,.16068065,.20065127,.31618938
06,04101,0604101,.035046268,.17562512,.024873663,.12056179,10.903327,.67454225,1.9672508,.222616,.16689637,.087287523
06,04102,0604102,.079896189,.14921142,.038331006,.1521661,10.995249,.69027752,1.9165901,.18091436,.16594131,.090517066
06,04701,0604701,.1933983,.30578643,.051381983,.44764367,11.007994,.81722015,2.369298,.17387155,.19582422,.29103202
06,04702,0604702,.1179566,.26612666,.091379412,.39777094,10.907084,.74484122,2.4042747,.17131792,.25572047,.38591617
06,05301,0605301,.12573917,.31634858,.047554974,.31050602,10.882724,.7422542,2.088984,.18653731,.13915938,.14351475
06,05302,0605302,.23876679,.48159376,.035540279,.45763859,10.867773,.81823844,2.2446406,.14283781,.16024253,.25904071
