STATEFP10,PUMACE10,GEOID10,linguistically_isolated,crowded_conditions,child_w_disability,no_comp_or_no_internet,age,essential_hh,num_5_17,vulnerable_sector_hh,single_parent,in_poverty
12,08102,1208102,.06658978,.18319777,.063858204,.27971348,11.159039,.75003034,2.1243777,.24681316,.27601069,.26708752
12,08103,1208103,.053852834,.093559995,.047586549,.23296934,10.725773,.73855317,2.0260577,.18687183,.23892543,.1669562
12,08301,1208301,.019440459,.10516499,.089454807,.35882354,11.082568,.72926831,2.0068867,.21664275,.25200862,.36319941
12,08302,1208302,.0081474055,.094572574,.062923037,.22724994,11.280709,.75889945,2.0781524,.23871897,.32175985,.30277011
12,08303,1208303,.014779999,.13279347,.072314404,.21926497,10.995979,.66011667,2.0672178,.29605299,.25335523,.23885837
12,08500,1208500,.072043501,.12853043,.04999245,.20329255,11.4379,.69440669,2.0637367,.18854152,.25635603,.15340079
12,08601,1208601,.13707578,.1760582,.04259387,.13776621,11.091986,.71809441,1.8075309,.22959265,.19629295,.14403313
12,08602,1208602,.07473176,.24093348,.031330474,.28347638,11.085676,.66534334,2.2636802,.22698498,.33277896,.37896997
12,08603,1208603,.13574968,.26499382,.038413879,.26276332,11.018897,.66511774,1.9817843,.28996283,.25,.23382899
12,08604,1208604,.1145679,.17423868,.026090534,.14238682,10.896379,.63777781,1.8213992,.18057613,.19308642,.11382716
12,08605,1208605,.14649467,.34060571,.029332586,.29405496,11.169994,.6844644,2.0901852,.31991026,.32804263,.36685362
12,08606,1208606,.08645197,.292171,.030094393,.3912271,11.024819,.73825651,2.1136036,.23209327,.37451416,.41332594
12,08607,1208607,.28771394,.23208587,.027342618,.22374529,11.340151,.75130546,1.6114738,.24006382,.2275892,.30454019
12,08608,1208608,.21316887,.13627401,.026777936,.18694118,11.165115,.70264572,1.7318079,.19537805,.18368563,.15764134
12,08609,1208609,.26852784,.19659625,.044433266,.32394367,11.148307,.69978201,1.7496647,.25285044,.22015426,.32268611
12,08610,1208610,.19653462,.24802627,.042269267,.35003144,10.886188,.70767832,1.9811361,.24907427,.32012856,.35331517
12,08611,1208611,.14827451,.3115733,.065148927,.4376066,10.798058,.71526045,1.9071645,.25902113,.45459914,.476053
12,08612,1208612,.095613465,.18362238,.039413892,.11508857,10.578967,.60048223,1.9353613,.21098025,.24603543,.11629417
12,08613,1208613,.26213452,.31753519,.050468225,.28357995,11.073486,.80255914,1.7638859,.32754308,.32997355,.42404747
12,08614,1208614,.10945085,.095191143,.03125,.13706008,10.791262,.72170812,1.8071147,.15852548,.17650183,.14570692
12,08615,1208615,.24344569,.26999584,.043528922,.2076571,11.225884,.73125261,1.7330004,.26766542,.23487307,.29321682
12,08616,1208616,.049735121,.091617323,.023309441,.096977249,11.064817,.69280148,2.0223746,.12346525,.14453101,.091118731
12,08617,1208617,.14358664,.11389995,.034879696,.1903237,11.036611,.71724081,1.8397957,.22200105,.22113554,.19750735
12,08618,1208618,.1158466,.10151954,.025615051,.18393633,11.356151,.66830683,1.7698987,.20549928,.14790159,.17727931
12,08619,1208619,.21553177,.13883542,.040543791,.23839028,11.250902,.71312559,1.7611285,.24963908,.17276227,.20079403
12,08620,1208620,.12694399,.15421742,.054317016,.18309967,10.819045,.62989348,1.9229296,.17804337,.18394239,.13989121
12,08621,1208621,.085495606,.062479645,.037075236,.089349687,11.365541,.65611768,1.825969,.1589404,.15074368,.10009771
12,08622,1208622,.13117641,.16111986,.067674056,.18837489,11.062436,.73991841,1.9731158,.25164551,.28177437,.26485583
12,08623,1208623,.07927756,.1128381,.051404506,.13476317,11.487474,.68644989,1.9859767,.16228889,.2313637,.21165285
12,08624,1208624,.14351027,.23862843,.091011234,.27690819,10.770942,.73320419,2.1840758,.24234793,.2523053,.38791165
12,08700,1208700,.11696392,.19493985,.038434952,.20123047,10.662865,.72507948,1.913867,.26462048,.22715333,.24215402
12,08900,1208900,.012956153,.067100428,.055841584,.31626591,11.37058,.71609616,2.1031966,.23609619,.20141442,.17816125
12,09100,1209100,.014330902,.10222065,.074333481,.17303595,10.741624,.731812,2.0755923,.18881932,.19111097,.16771029
12,09300,1209300,.11973081,.23768736,.059712451,.43988988,10.859284,.71245027,2.1730804,.22392169,.26050779,.33312941
12,09501,1209501,.059234422,.18290724,.054833751,.22118609,11.056476,.74224645,2.2601635,.21961442,.28548476,.26096675
12,09502,1209502,.061486367,.10579219,.077918373,.14072359,11.228444,.57800746,2.0022812,.24986634,.18367493,.17936197
12,09503,1209503,.062336911,.057456266,.032424856,.07103508,10.891225,.62182277,1.8187398,.21619794,.15772688,.13984729
12,09504,1209504,.14838915,.14929923,.083272658,.2890881,10.979933,.72679287,2.0671186,.32353476,.29004368,.34237349
12,09505,1209505,.091759622,.13278158,.082619645,.26880172,10.992084,.65764666,1.8862181,.34623966,.31709248,.31601295
12,09506,1209506,.063953489,.20502882,.088749751,.35206717,10.957265,.63655335,2.0409958,.32225204,.45845756,.3481912
12,09507,1209507,.027281385,.075401939,.045487646,.16340822,11.442272,.70780349,2.1172483,.2246933,.27785558,.22368495
12,09508,1209508,.12975107,.13978854,.050254282,.26813436,10.955233,.69151497,1.9728988,.24330835,.21245985,.30219486
12,09509,1209509,.11842634,.10939382,.058651146,.12790044,10.828864,.67848253,1.9054596,.30810919,.16684063,.15134484
12,09510,1209510,.04095548,.043005481,.063505501,.18120237,11.148046,.71273232,2.0565979,.18360889,.19065021,.16186105
12,09701,1209701,.096662357,.11264543,.087818779,.31528381,11.195381,.65263253,2.061758,.32045481,.18747796,.27741215
12,09702,1209702,.062915213,.088232122,.078572199,.21104607,11.005099,.68614215,2.096276,.29952958,.14238517,.14493482
12,09901,1209901,.037726935,.054194506,.049065262,.12789364,11.093069,.68387663,1.8206789,.14395627,.16589053,.11162853
12,09902,1209902,.038640253,.15511127,.0410247,.31554168,11.262411,.70989239,2.0240891,.2134385,.30563706,.20646857
12,09903,1209903,.16380346,.31532282,.044749238,.39600074,10.770804,.73275143,2.0902374,.29823589,.2818417,.32737601
12,09904,1209904,.13925003,.26925799,.060847264,.26342088,11.154727,.75493056,2.0088882,.26156363,.28031307,.24073583
12,09905,1209905,.17691402,.20715499,.038258746,.34842476,11.030764,.73850715,2.0234432,.26685259,.22454138,.24297355
12,09906,1209906,.089768484,.13925815,.035200398,.19168533,11.022305,.67707247,1.9382623,.24271844,.21877022,.15618621
12,09907,1209907,.13937178,.20387198,.031015409,.25908732,10.832576,.69053733,2.0239036,.22086132,.25276572,.21058869
12,09908,1209908,.043066259,.10352875,.027084365,.077292979,11.181883,.71345735,1.9712185,.12905735,.21419984,.084152468
12,09909,1209909,.073773608,.054442894,.039421979,.058689315,11.204779,.65996957,1.8672202,.17581442,.1937508,.098238051
12,09910,1209910,.019442324,.027030667,.035292532,.093484804,11.20493,.71487588,1.9504737,.17345427,.13439001,.073234253
12,09911,1209911,.044484213,.17887425,.034598831,.27197579,11.089522,.67071456,2.1146619,.18965444,.20358771,.22067408
12,10101,1210101,.014543108,.081451334,.076140366,.22345759,10.949819,.70799625,2.1473172,.18955676,.19868962,.19322976
12,10102,1210102,.0088135144,.096347734,.10870001,.15850972,11.314014,.77171665,2.1539028,.15510449,.18575148,.21466248
12,10103,1210103,.019255243,.16378023,.085043989,.25845182,10.952581,.76368064,2.2114203,.21075638,.28268689,.31898412
12,10104,1210104,.021850849,.031845588,.041354753,.069113418,11.202767,.72204912,1.9592522,.14676486,.12078663,.075183101
12,10301,1210301,.021728806,.067917362,.062692948,.083531231,11.600154,.72726196,1.8655307,.16082878,.22369984,.095108047
12,10302,1210302,.015714167,.078488134,.068894222,.085518152,11.175089,.68009263,1.8082044,.17657761,.20850219,.084691092
12,10303,1210303,.030381551,.16771394,.058625381,.2881389,11.039191,.68523675,1.9919026,.2641705,.28515902,.2975319
12,10304,1210304,.044265289,.10108002,.04152723,.32263461,10.616672,.73653787,1.871007,.23357165,.32369941,.23121387
12,10305,1210305,.010051964,.061759945,.065508135,.14328307,11.123946,.70227444,1.7941052,.16440924,.19976148,.10571599
12,10306,1210306,.065727696,.12872258,.0564081,.222339,11.076799,.73729944,1.9192768,.24861607,.27993834,.21519165
12,10307,1210307,.02797061,.043121357,.065315433,.24215861,11.207398,.70144415,1.9594629,.17390423,.35485178,.25193819
12,10308,1210308,.023684004,.16334881,.053426705,.21968684,10.856401,.70060587,1.9370525,.23424345,.3015973,.20363522
12,10501,1210501,.040793862,.1825884,.067545027,.34226149,11.089393,.7351234,2.1146097,.20837225,.24626417,.25627086
12,10502,1210502,.073223166,.10617358,.081889026,.25141072,10.857954,.69132072,2.0854831,.27831519,.25033587,.30253258
12,10503,1210503,.054430787,.17217903,.04977246,.27208227,11.154799,.73254025,2.1911707,.19736983,.2021715,.20915899
12,10504,1210504,.053138021,.19876283,.1066197,.36633876,10.936552,.70234978,2.3277202,.23781091,.23072296,.32686111
12,10700,1210700,.048135415,.1643745,.10645332,.35929647,11.001984,.72222954,2.1389844,.22421317,.23023009,.35625497
12,10900,1210900,.006073548,.027982695,.030367741,.1053303,11.176411,.74679685,2.0571856,.14390704,.18126352,.08439181
12,11101,1211101,.068582669,.23371513,.053755887,.30834094,11.483171,.73515564,2.1340032,.26491463,.2872602,.37326962
12,11102,1211102,.046935465,.084633626,.069498189,.13852827,11.029397,.80636001,1.9767195,.23155661,.22416052,.16964175
12,11300,1211300,0,.10576588,.062852956,.16921146,11.162832,.74168587,2.1185596,.22254759,.18137768,.16115876
12,11501,1211501,.10176125,.15669556,.050670952,.19373778,11.241054,.70904392,2.0004892,.22476935,.30745038,.22316186
12,11502,1211502,.038723107,.06412214,.029493408,.18445525,11.606662,.71367109,1.9103401,.16412213,.21998613,.13088134
12,11503,1211503,.073608182,.11218778,.061390311,.15040626,10.891483,.716461,1.9938008,.12446585,.17694855,.090520613
12,11701,1211701,.013878944,.061684199,.043399241,.084540397,11.28942,.68568593,1.8782839,.14352591,.2025665,.12408438
12,11702,1211702,.031467527,.08140137,.057872634,.17827763,10.897026,.71443367,2.0027039,.2351723,.25053212,.243974
12,11703,1211703,.028573414,.078281425,.042477753,.10713293,11.017033,.6628893,1.8830645,.24930479,.18277253,.17992213
12,11704,1211704,.019534605,.058861412,.042160399,.094066635,11.412717,.68336767,2.2135928,.16640906,.15185471,.088699982
12,12100,1212100,.01735892,.10503724,.080608509,.37078652,10.617977,.7331776,2.0426714,.21651307,.24586542,.32956699
12,12701,1212701,.034710016,.10456942,.040170725,.31439871,11.074756,.67555863,1.9037158,.19652273,.24604569,.2296008
12,12702,1212702,.042330123,.064740188,.11657165,.38437849,11.387261,.69916779,1.9478409,.24821441,.32776359,.29834217
12,12703,1212703,.0049051666,.063047744,.043754086,.22262917,11.264159,.70268148,1.9741662,.18338783,.19960758,.19267495
12,12704,1212704,.029638819,.087354101,.060610238,.31674477,11.083264,.74887419,2.0124528,.19547835,.24244095,.18178476
13,00100,1300100,.017182669,.077028453,.077263296,.25895339,11.035657,.73357081,2.0587108,.26983443,.24650671,.28357273
13,00200,1300200,.019828998,.0533018,.082181193,.23990358,10.81167,.75700384,2.063853,.20479353,.2581408,.19683464
13,00300,1300300,.010105431,.063656256,.066282079,.26011539,11.075035,.73869109,2.0995424,.21408394,.22701412,.24097872
13,00401,1300401,.0046472833,.10347156,.076421991,.30819035,10.763942,.73224497,2.1138387,.25909597,.42897999,.31335399
13,00402,1300402,.012275529,.09509515,.071991421,.1489681,11.145323,.67901367,2.0422943,.16531761,.21704637,.12447065
13,00500,1300500,.024114743,.090099044,.066978037,.424128,10.860379,.72523105,2.0322304,.21978204,.24720925,.33310145
13,00600,1300600,.0092872903,.13017599,.06454923,.32597876,10.689004,.70491046,2.1237621,.1824619,.27246138,.31068808
13,00700,1300700,.00064566114,.092028238,.056430787,.46306819,11.239756,.77130681,2.1454029,.24298382,.27122074,.39165807
13,00800,1300800,.034802672,.13474019,.066721149,.40220159,10.952074,.72249192,2.1411815,.19593328,.28491083,.36951402
13,00900,1300900,.0094821295,.083470091,.071115971,.38202041,10.966356,.73130924,2.0977845,.19397338,.40640956,.36136943
13,01001,1301001,.06067095,.06912645,.036951628,.19403723,11.217647,.73085159,2.024488,.17053753,.15390106,.094602756
13,01002,1301002,.039049979,.019743552,.033075914,.064039052,11.293567,.75710332,1.9848827,.15288503,.13237651,.039086405
13,01003,1301003,.018951489,.1518694,.058914408,.37872076,10.823874,.64424759,2.3052838,.28967968,.45911011,.37717581
13,01004,1301004,.012601813,.078031354,.091785766,.22072384,11.0287,.71814966,2.1043875,.18188106,.37037036,.21941756
13,01005,1301005,.061151303,.067612685,.03629506,.11015272,11.06381,.78692883,2.0027516,.163977,.20475484,.0776603
13,01006,1301006,.044554457,.11954229,.035383865,.17042688,10.645675,.71968836,2.03652,.1378023,.21871449,.11369907
13,01007,1301007,.0060188542,.10928209,.062726617,.29876721,10.459753,.7075417,2.1474981,.21080492,.46555474,.3444525
13,01008,1301008,.0054248632,.13557088,.067886837,.3237173,10.935257,.66959035,2.1985905,.29775909,.3954066,.31438857
13,01100,1301100,.030148536,.15868425,.095789008,.57110643,10.863179,.78195012,2.0636797,.16790038,.37869504,.4107064
13,01200,1301200,.032974988,.17743511,.071379445,.45839214,10.844608,.75118542,2.2698448,.22123285,.24381945,.31975967
13,01300,1301300,.014608066,.1383346,.061926413,.43676853,10.793929,.7556622,2.1848531,.22063653,.3183043,.35766608
13,01400,1301400,.019115057,.12492662,.049860582,.29626504,10.767941,.68256533,2.2549531,.22479454,.42309949,.39022601
13,01500,1301500,.0096086245,.10576183,.06669122,.27128461,10.922696,.78643411,1.9938732,.16267702,.25960025,.23850815
13,01600,1301600,.0031767322,.10183191,.070735238,.38297272,11.055769,.68917441,2.0830538,.21354699,.26275104,.27475205
13,01700,1301700,.010959674,.10841647,.089981735,.26114935,10.748883,.7253899,2.2470143,.20913306,.33280876,.30518478
13,01800,1301800,.0097769853,.12135593,.065013379,.45759144,10.944656,.69562888,2.0658698,.19561106,.3242819,.35197145
13,01900,1301900,.0095655955,.10565635,.075101785,.33262184,11.209178,.72243965,2.1285822,.20977114,.23890272,.28989288
13,02001,1302001,.0303718,.11827225,.049018495,.31472445,11.19528,.70830971,2.3394985,.18037747,.36302432,.26298273
13,02002,1302002,.029780403,.13750777,.044126786,.30552104,10.404703,.65579033,2.1717422,.24533872,.3250984,.27946964
13,02003,1302003,.18038075,.17683974,.027416471,.26785401,10.870876,.75086772,2.2505348,.1989973,.24681836,.27472565
13,02004,1302004,.20028073,.1812001,.033511713,.28515658,10.62352,.80796564,2.156461,.26256689,.17536627,.25892621
13,02100,1302100,.02901911,.065928727,.039751694,.1930743,11.082345,.74982238,1.9989903,.17964923,.23409745,.16457874
13,02200,1302200,.010001631,.080284826,.081100181,.40566397,11.269283,.7074523,2.0023916,.20351145,.25911835,.28216556
13,02300,1302300,.03269203,.083417714,.038767539,.27576065,11.227542,.71729594,2.1742129,.21924876,.17816673,.29929119
13,02400,1302400,.010032513,.040733859,.036460754,.093218766,11.629401,.71834648,2.1300976,.18504412,.13896888,.090524852
13,02500,1302500,.043917231,.09503182,.062477093,.3577688,11.14488,.73769617,2.1424477,.21418813,.23608011,.29046017
13,02600,1302600,.0068666553,.095578291,.057985086,.25649384,11.268666,.70372808,2.0338478,.25597364,.16237211,.1954916
13,02700,1302700,.14187877,.2293569,.04240334,.37521857,11.055955,.81664073,2.0858266,.14979599,.15999611,.28302896
13,02800,1302800,.037511349,.10322915,.064291269,.32382312,11.189145,.75573856,2.0209765,.16466735,.1914797,.25236675
13,02900,1302900,.039211564,.090354793,.053298291,.28793693,11.05661,.75495398,2.0235479,.15101182,.20021024,.17124836
13,03001,1303001,.1193912,.22643158,.047407161,.27076143,10.492909,.77473283,2.1065829,.26048988,.3156319,.24389736
13,03002,1303002,.022995649,.065790638,.051229689,.1211045,11.319942,.74908996,2.0392435,.20740478,.1741987,.10161591
13,03003,1303003,.018888637,.040540539,.036263153,.1296086,11.420774,.71598911,2.0938375,.16303279,.19471572,.10205163
13,03004,1303004,.068200849,.1245101,.053260978,.18440358,10.327806,.73861921,2.1065218,.23702811,.34217668,.2226242
13,03005,1303005,.015353224,.0041142628,.033282045,.073421195,11.366102,.73909551,2.0435176,.1295491,.11911292,.040339846
13,03101,1303101,.049391009,.1216192,.03976357,.14691922,11.146964,.73141682,2.1810408,.16608454,.18018986,.13433638
13,03102,1303102,.027006783,.038408723,.038700011,.095668092,11.495069,.69714117,1.9915526,.12804295,.11410262,.07777454
13,03200,1303200,.014824797,.090997301,.071805932,.28512129,11.232129,.69805932,2.1126146,.19822103,.17423181,.19266847
13,03300,1303300,.028530993,.034315132,.036181647,.081018992,11.123087,.73671901,2.1061862,.16339172,.098740615,.065471552
13,03400,1303400,.12124806,.19166206,.05489235,.30160487,11.157667,.77516007,2.2417054,.17848578,.1849685,.2319551
13,03500,1303500,.029939348,.10517486,.039833095,.34197962,11.34013,.7744655,2.0844409,.20183249,.16836581,.22161999
13,03600,1303600,.073322929,.17153904,.092518486,.21250764,10.660178,.62863731,2.2201722,.25903818,.32673132,.34870785
13,03700,1303700,.018133204,.061059795,.072435588,.2754983,11.085659,.70393777,1.9791443,.16679631,.20729217,.21725814
13,03800,1303800,.021992285,.055016764,.051591735,.22691712,10.984533,.71853483,2.0659409,.17889462,.18131016,.16061579
13,03900,1303900,.016364673,.067871712,.036063705,.32128286,11,.70552361,1.952617,.17825648,.19971044,.22028694
13,04000,1304000,.0012805269,.10732035,.076984055,.28952101,10.952529,.69779569,2.1632977,.21393944,.38360927,.35757187
13,04001,1304001,.12916334,.13725558,.023582121,.17563297,11.153024,.74011046,2.1206195,.23439725,.22033133,.20056958
13,04002,1304002,.055565652,.055783696,.014718174,.10938692,11.360577,.75516951,2.0896537,.20917977,.12366901,.10982302
13,04003,1304003,.067290701,.061866533,.035086632,.13045904,11.247342,.73994976,2.156929,.15869571,.19765677,.16315904
13,04004,1304004,.042523086,.038017575,.024649985,.096626453,11.365431,.71466339,2.1956732,.14626154,.12987787,.070263632
13,04005,1304005,.032403748,.081818521,.042226486,.14451846,11.214181,.73843664,2.1743255,.21414323,.22851981,.14606149
13,04006,1304006,.18402061,.20511624,.023205206,.22394688,10.940511,.78520197,2.4042814,.22532365,.24022384,.26020917
13,04100,1304100,.015835367,.037565399,.051238228,.1650157,11.086397,.75660968,2.099721,.15877223,.14757587,.14234391
13,04200,1304200,.011769813,.12570547,.042159084,.5633592,11.031595,.69895327,2.1485214,.1926101,.37267861,.40055954
13,04300,1304300,.02557073,.08903636,.054984756,.26308641,11.090573,.72233468,2.1040251,.17920008,.25942248,.2277281
13,04400,1304400,.01786847,.094734617,.047226332,.20532882,11.160182,.74638754,2.1644111,.21847466,.2700007,.16698386
13,04500,1304500,.00081102998,.070185289,.028230082,.17530726,11.353827,.71685696,2.1265831,.20204005,.15799488,.13163641
13,04600,1304600,.0077442145,.12544721,.10185227,.43621212,10.64286,.64951766,2.4031067,.26520538,.55400568,.53077304
13,05001,1305001,.05349306,.10753964,.039022654,.23836635,11.18428,.73071599,2.2028229,.21290475,.33558694,.27359349
13,05002,1305002,.10861517,.15040472,.03435402,.27203992,10.781138,.69191188,2.1707034,.24358411,.3152099,.32192382
13,06001,1306001,.012994044,.055141393,.041689225,.13622923,11.248053,.73574615,2.0992463,.16113448,.25575778,.13864478
13,06002,1306002,.028199667,.060798295,.038803481,.14405446,11.510928,.66229856,1.9295703,.19003519,.24472125,.17892203
15,00100,1500100,.030040195,.33919504,.037708905,.19597524,10.757219,.68158978,2.1075206,.23434526,.13261582,.10596044
15,00200,1500200,.028721286,.29795569,.043255713,.28105155,10.846156,.73784322,2.3175771,.21055958,.16313311,.23346709
15,00301,1500301,.016614279,.38282692,.051788654,.21573617,10.547723,.671157,2.6506011,.14613581,.12343462,.19318466
15,00302,1500302,.013113218,.20132303,.03506615,.12656598,10.695059,.66707647,2.2246809,.12826367,.11913125,.078035362
15,00303,1500303,.045919973,.12775677,.026937619,.10255198,11.191478,.61247635,1.8670447,.17099874,.099007562,.046471331
15,00304,1500304,.14126712,.34617579,.021594368,.15553653,10.863965,.66048324,1.6597222,.26398402,.18055555,.094463468
15,00305,1500305,.19327836,.47076333,.023935016,.30594656,10.935202,.63787436,2.2997458,.27810505,.13356483,.2182055
15,00306,1500306,.051233143,.22267565,.038812988,.15241306,10.932133,.74161637,2.0648067,.17259581,.11768098,.063786373
15,00307,1500307,.032194674,.31370991,.039051719,.14876448,11.083413,.68867332,2.2221432,.19341891,.13521762,.13567755
15,00308,1500308,.018310325,.3494668,.035628669,.15615442,10.967843,.73224765,2.3035464,.16239564,.12275771,.087459698
16,00100,1600100,.0013461215,.12008525,.063043356,.46278536,11.027763,.69302821,2.33883,.26546636,.17897807,.18116552
16,00200,1600200,0,.088043347,.059011985,.22018747,10.983625,.72973937,2.2896018,.23529644,.22125539,.19491358
16,00300,1600300,.01138808,.11653803,.071555108,.34100974,11.133177,.76015437,2.3374667,.23174743,.17759079,.18271543
16,00400,1600400,.022154471,.098536588,.052073169,.25317073,11.436179,.75869918,2.3197968,.17459349,.15130082,.1249187
16,00500,1600500,.068505995,.17722459,.056039706,.304584,10.927469,.76360935,2.3852046,.23646879,.11708156,.16081129
16,00600,1600600,.017306404,.091290399,.068837896,.1685524,10.967537,.77653235,2.2742589,.18131191,.16153818,.15057629
16,00701,1600701,.0029635259,.088145897,.040653497,.11652736,10.774126,.71063828,2.368427,.23563829,.19764438,.13077508
16,00702,1600702,.080038458,.12125947,.056784041,.18964067,11.050115,.66903019,2.1121259,.27166206,.27833194,.14847974
16,00800,1600800,.0072463769,.057251908,.069532029,.14752738,10.863536,.75085741,2.179002,.24438544,.18613784,.13308994
16,00900,1600900,.023371167,.12163732,.068683527,.28822953,11.005586,.80355704,2.4478953,.24894986,.15613548,.18741621
16,01000,1601000,.085672796,.12589104,.048842736,.42330369,10.971794,.82966644,2.4207516,.18485436,.20769162,.24989
16,01100,1601100,.024393683,.12658629,.047236323,.2932882,10.904223,.70445573,2.7206359,.22045967,.097962491,.10765652
16,01200,1601200,.014738423,.094357513,.061680101,.20843212,10.777106,.75810021,2.6001658,.21416153,.15050577,.16963015
16,01300,1601300,.0044644605,.10170355,.077462308,.28067359,11.049736,.72892112,2.5692186,.21601723,.15026434,.1911494
17,00104,1700104,.0018512959,.05368758,.063944764,.2968578,11.238817,.79135394,2.104373,.19088362,.15545882,.12708896
17,00105,1700105,.047787838,.068628289,.053339597,.28706867,11.016784,.76917493,2.0080714,.24107447,.28343868,.25166553
17,00202,1700202,.0034870349,.048781391,.047260452,.29094484,11.122157,.73576438,2.1144044,.20488185,.19727714,.19790778
17,00300,1700300,.0092535121,.032274447,.072335385,.37606499,10.94967,.75077581,2.0199177,.22800881,.24363822,.2055521
17,00401,1700401,.012759536,.086984359,.061465289,.29758528,11.179365,.70845145,2.2046556,.19015823,.17982255,.21453398
17,00501,1700501,.00013623979,.05735695,.058901001,.32288828,11.266758,.77252495,2.1313806,.24741144,.1537693,.21889192
17,00600,1700600,.0086044632,.091960207,.060298469,.37402529,11.321121,.77601504,2.2828045,.22788385,.22761495,.21860716
17,00700,1700700,0,.069567792,.062522203,.35932505,11.136886,.7582593,2.0593843,.21989343,.16193013,.16376553
17,00800,1700800,.0018939395,.10620265,.08442235,.49673295,10.90483,.7865057,2.1169508,.23115531,.22206439,.23110795
17,00900,1700900,.002122913,.050482154,.068544902,.38662204,11.129354,.73312461,2.0763888,.22092688,.26622769,.23362838
17,01001,1701001,.0060887095,.081975803,.057177421,.33217743,10.985202,.71298385,2.1721773,.185,.18346775,.20241936
17,01104,1701104,.0057689138,.031687818,.040052745,.16556783,10.892822,.76512277,2.017554,.18505852,.25626341,.12444371
17,01105,1701105,.014327056,.071018547,.051235829,.41021872,11.059396,.69775605,2.1000521,.27306798,.33863086,.34617391
17,01204,1701204,.0027350937,.015714357,.068526529,.11646526,11.081755,.7554329,2.0430653,.21284002,.18230642,.084638722
17,01205,1701205,.010672167,.065333396,.069772653,.25075108,11.005515,.81503069,2.0477557,.19295099,.24752253,.26635578
17,01300,1701300,.0048786402,.084633797,.077967331,.30311203,11.05215,.72564465,2.0483015,.21881156,.30702099,.24108361
17,01500,1701500,0,.075534642,.066599153,.2953476,10.949723,.76958358,2.1514268,.21278369,.24054328,.2250551
17,01602,1701602,.0017616489,.09737514,.046639655,.3331278,11.052586,.72707653,2.1622479,.22333305,.13221174,.1500044
17,01701,1701701,.011835655,.063306242,.034507222,.26238391,11.04544,.74106681,2.1625063,.22258772,.29356942,.23039216
17,01900,1701900,.0043107239,.031098794,.057183072,.20207618,10.999208,.73577023,2.1127827,.22688484,.16798627,.10499692
17,02000,1702000,.015449994,.05402096,.061691936,.23614362,10.871358,.73889869,2.0811396,.20337091,.17286707,.11650521
17,02100,1702100,.077297516,.13069575,.048713539,.3025656,10.71416,.6527102,2.0826044,.19818468,.30428576,.19770889
17,02200,1702200,.012110793,.07098376,.059178606,.41482329,11.155798,.76087868,2.2782044,.21768863,.25340974,.269532
17,02300,1702300,.023003632,.087908618,.03353161,.28062326,11.156972,.72969419,2.2321947,.13844292,.27456966,.2202453
17,02400,1702400,.020449078,.048115477,.049375646,.29917517,11.271738,.73209989,2.0885553,.26784283,.24848208,.20695384
17,02501,1702501,.0080000004,.052230366,.062827222,.29059687,11.212607,.76808375,2.1277487,.19547644,.21432461,.19618848
17,02601,1702601,.028437443,.093609087,.048998978,.20982385,11.152107,.71742922,2.226778,.23639752,.18986352,.17807972
17,02700,1702700,.0055947611,.050861467,.050416429,.3452222,11.190413,.75452983,2.0321698,.20783266,.26142794,.1772522
17,02801,1702801,.038377944,.13701729,.061720308,.29871675,11.005955,.7799744,2.3086314,.213535,.30642807,.32378599
17,02901,1702901,.027433224,.08013089,.041359104,.19305989,11.30519,.73103267,2.169698,.16806179,.15702762,.15402177
17,03005,1703005,.16169891,.21441175,.040991873,.34510681,11.048396,.75215828,2.3071396,.24695948,.21248975,.27509609
17,03007,1703007,.022496888,.07909479,.030766495,.13089098,11.47239,.68655521,2.0566869,.20007114,.1832207,.060643785
17,03008,1703008,.11162826,.1768274,.032504197,.25862199,11.230429,.81485581,2.07302,.24698611,.1846101,.20399053
17,03009,1703009,.0047460082,.033061177,.036399469,.073362023,11.282267,.74443954,2.171339,.18521498,.084543295,.043196719
17,03102,1703102,.10726849,.15054742,.049247064,.28038418,10.770009,.7465713,2.2107823,.2550492,.25749969,.20880598
17,03105,1703105,.031955704,.055841055,.038650841,.087579615,11.380827,.72140998,2.1491024,.17291546,.16256514,.073356979
17,03106,1703106,.050273139,.057050094,.028550815,.11489899,11.298392,.73345703,2.0524633,.15509689,.12288703,.053159144
17,03107,1703107,.0054986058,.02682534,.032520324,.087427832,11.307411,.71273714,2.3059974,.10836181,.10663368,.034209184
17,03108,1703108,.0033258847,.033414748,.030244764,.1709193,11.483553,.72436732,2.0585668,.19466819,.1888479,.11297615
17,03202,1703202,.038044006,.084472232,.027866628,.11577978,11.127604,.74600172,2.1765532,.16700591,.12857419,.081273623
17,03203,1703203,.024163568,.049934693,.05475736,.086355872,10.886667,.74304229,2.1179545,.17185773,.12543957,.091178536
17,03204,1703204,.024123475,.039519817,.031516768,.10045732,11.315129,.75480181,2.0782773,.12035061,.12896341,.0703125
17,03205,1703205,.022146262,.077078618,.048192192,.094025321,11.054451,.71412063,2.1802032,.1726927,.12690771,.062587261
17,03207,1703207,.10926694,.15240984,.038248751,.2183743,11.325034,.80450046,2.0051601,.2090116,.14953719,.10368124
17,03208,1703208,.066660047,.14284769,.038606592,.18092497,11.012009,.78466982,2.1871443,.17847691,.12319703,.11836708
17,03209,1703209,.025593009,.090065986,.032593187,.099563047,11.260835,.74143928,2.0064652,.19555913,.15110576,.079944715
