Original,Poverty,Privacy
0.25663715600967407,0.5648284239817309,0.01
0.09998372197151184,0.10154643524441706,0.01
0.24837566912174225,0.24422414760056577,0.01
0.20739774405956268,0.2076737528164884,0.01
0.23417721688747406,0.3202667143290921,0.01
0.17545664310455322,0.19650099104742808,0.01
0.128484845161438,0.1290892944064974,0.01
0.22038567066192627,0.20982173760630357,0.01
0.17866294085979462,0.18910643769677626,0.01
0.23714615404605865,0.2251714158064654,0.01
0.23827391862869263,0.17923691018946813,0.01
0.1635638326406479,0.14952291864568323,0.01
0.4285714328289032,0.32299062441802573,0.01
0.28467047214508057,0.2818551024198804,0.01
0.19166666269302368,0.20511607367292659,0.01
0.2983425557613373,0.4099547851602495,0.01
0.2702169716358185,0.35264744948074384,0.01
0.29573169350624084,0.3261675842614724,0.01
0.23870813846588135,0.2391317610591539,0.01
0.2773333191871643,0.31051943418183975,0.01
0.21568627655506134,0.2963130990428272,0.01
0.4020408093929291,0.3761717826866373,0.01
0.3836421072483063,0.3715094620276004,0.01
0.14666666090488434,0.07116025499161317,0.01
0.20772947371006012,0.33149418120999963,0.01
0.19801980257034302,0.11803323754951607,0.01
0.28137385845184326,0.2765149303573799,0.01
0.1803278625011444,0.3178152494735424,0.01
0.25364336371421814,0.2765510197643562,0.01
0.23298032581806183,0.20429524989186731,0.01
0.17881706357002258,0.23309369324882181,0.01
0.20528729259967804,0.205429584036063,0.01
0.16190476715564728,0.40348094710466664,0.01
0.3258785903453827,0.4820959023657084,0.01
0.3984518349170685,0.4046811449860145,0.01
0.4459199011325836,0.4457084008669378,0.01
0.19565217196941376,0.3403991239377066,0.01
0.3176981508731842,0.30327100040309074,0.01
0.15589353442192078,0.2220577115356832,0.01
0.34210526943206787,0.36081494358630284,0.01
0.16534417867660522,0.17264140495085023,0.01
0.20958083868026733,0.21506749700280975,0.01
0.28125,0.29530986459952785,0.01
0.17758984863758087,0.22009696417960614,0.01
0.4572649598121643,0.17364919847699276,0.01
0.16790123283863068,0.23290418011966843,0.01
0.18987341225147247,0.435384226060057,0.01
0.2783423662185669,0.28199187651409996,0.01
0.27893173694610596,0.31019482680325805,0.01
0.41997167468070984,0.3678730256400827,0.01
0.23566879332065582,0.29727718038828854,0.01
0.3507462739944458,0.3618012735166293,0.01
0.026169950142502785,0.01302737048002442,0.01
0.2177419364452362,0.21316659645741484,0.01
0.1201716735959053,0.13840405242752882,0.01
0.13922682404518127,0.15300908210289724,0.01
0.42517006397247314,0.39360577325186746,0.01
0.28333333134651184,0.2432571983786594,0.01
0.17032967507839203,0.21630344551985906,0.01
0.20198020339012146,0.16154756570694528,0.01
0.20095187425613403,0.1760536863478603,0.01
0.25,NA,0.01
0.4183267056941986,0.44342919640266204,0.01
0.3069908916950226,0.26683355268264475,0.01
0.1920236349105835,0.2379282237641156,0.01
0.3471933603286743,0.34700986433109304,0.01
0.1498432606458664,0.12647737418110633,0.01
0.2869386374950409,0.29576357738705705,0.01
0.3764705955982208,0.29897285116161326,0.01
0.34442269802093506,0.3156434583840889,0.01
0.265884667634964,0.3600683153353104,0.01
0.35087719559669495,0.4564731072982985,0.01
0.21573875844478607,0.22055537310956247,0.01
0.20000000298023224,0.46636630679304786,0.01
0.25437113642692566,0.2791010986530754,0.01
0.24390244483947754,0.23546412050425106,0.01
0.14827671647071838,0.15069758182465937,0.01
0.27244094014167786,0.37355439833174975,0.01
0.28896552324295044,0.2990147596999329,0.01
0.31030577421188354,0.31087832617005606,0.01
0.19767442345619202,0.18502034560095618,0.01
0.2475816160440445,0.25288786574760463,0.01
0.14454276859760284,0.1426242665522436,0.01
0.27571114897727966,0.3282977831937209,0.01
0.42955920100212097,0.45221772879205535,0.01
0.38454198837280273,0.4340748690824399,0.01
0.2456747442483902,0.24329123355931598,0.01
1,0.3828479397712783,0.01
0.4094043970108032,0.4072109443732688,0.01
0.25663715600967407,0.4106535612382884,0.1
0.09998372197151184,0.10004419587312838,0.1
0.24837566912174225,0.24846195193257697,0.1
0.20739774405956268,0.20738776948808763,0.1
0.23417721688747406,0.2078274389370364,0.1
0.17545664310455322,0.1755857869334075,0.1
0.128484845161438,0.12813307917257497,0.1
0.22038567066192627,0.22039761730161206,0.1
0.17866294085979462,0.18220962489015866,0.1
0.23714615404605865,0.23870334345991426,0.1
0.23827391862869263,0.22567778395795365,0.1
0.1635638326406479,0.16308870098208111,0.1
0.4285714328289032,0.43486434996480455,0.1
0.28467047214508057,0.2851711975365015,0.1
0.19166666269302368,0.18405296767352652,0.1
0.2983425557613373,0.30528186643764343,0.1
0.2702169716358185,0.2844308433273999,0.1
0.29573169350624084,0.3301389522600076,0.1
0.23870813846588135,0.23770173523941823,0.1
0.2773333191871643,0.2779568582234408,0.1
0.21568627655506134,0.40239783367169435,0.1
0.4020408093929291,0.395727070629377,0.1
0.3836421072483063,0.382914755988845,0.1
0.14666666090488434,0.1839546166305885,0.1
0.20772947371006012,0.2030603075923286,0.1
0.19801980257034302,0.1386584162945851,0.1
0.28137385845184326,0.28156258423060987,0.1
0.1803278625011444,0.1337039825298048,0.1
0.25364336371421814,0.25496594939475165,0.1
0.23298032581806183,0.23298413674057503,0.1
0.17881706357002258,0.18416699619491259,0.1
0.20528729259967804,0.20626211066839312,0.1
0.16190476715564728,0.1780067115147133,0.1
0.3258785903453827,0.334664950614091,0.1
0.3984518349170685,0.39800137873909647,0.1
0.4459199011325836,0.4464245633799056,0.1
0.19565217196941376,0.1646812333209028,0.1
0.3176981508731842,0.31827032976001834,0.1
0.15589353442192078,0.15311336084433552,0.1
0.34210526943206787,0.33764744529516044,0.1
0.16534417867660522,0.16595312293202427,0.1
0.20958083868026733,0.20719000422791636,0.1
0.28125,0.25343067590446833,0.1
0.17758984863758087,0.19360877204335036,0.1
0.4572649598121643,0.43582309405680403,0.1
0.16790123283863068,0.16586416917197438,0.1
0.18987341225147247,0.17976764375139545,0.1
0.2783423662185669,0.2783943369452585,0.1
0.27893173694610596,0.278085011284757,0.1
0.41997167468070984,0.42421120416374325,0.1
0.23566879332065582,0.26737575350171827,0.1
0.3507462739944458,0.33287026727307184,0.1
0.026169950142502785,0.02674913876912032,0.1
0.2177419364452362,0.21758650861810386,0.1
0.1201716735959053,0.1413533154248747,0.1
0.13922682404518127,0.14127034256190835,0.1
0.42517006397247314,0.4438519726269169,0.1
0.28333333134651184,0.3036504081912065,0.1
0.17032967507839203,0.17954241099415164,0.1
0.20198020339012146,0.2028618028589773,0.1
0.20095187425613403,0.19999417599745445,0.1
0.25,0.5913155300709302,0.1
0.4183267056941986,0.36631608975540014,0.1
0.3069908916950226,0.3132134730602193,0.1
0.1920236349105835,0.19242373167940413,0.1
0.3471933603286743,0.34870632090779813,0.1
0.1498432606458664,0.1480397331934849,0.1
0.2869386374950409,0.2877348545952846,0.1
0.3764705955982208,0.39388071892909304,0.1
0.34442269802093506,0.34573853488127393,0.1
0.265884667634964,0.2736602167441286,0.1
0.35087719559669495,0.3157789278553057,0.1
0.21573875844478607,0.21512253266279258,0.1
0.20000000298023224,0.2821571666398045,0.1
0.25437113642692566,0.25303560186240837,0.1
0.24390244483947754,0.2071299904805728,0.1
0.14827671647071838,0.1488400513988662,0.1
