Original,Poverty,Privacy
0.10304731130599976,0.11585333490826319,0.01
0.06259503215551376,0.06209618855319351,0.01
0.051917530596256256,0.04771826411621115,0.01
0.1879214346408844,0.18945189808889612,0.01
0.46597278118133545,0.47266911738188416,0.01
0.1314508318901062,0.1501338178655449,0.01
0.3076995611190796,0.31037070110567305,0.01
0.14783653616905212,0.13313453407327439,0.01
0.23204801976680756,0.23252497175230932,0.01
0.046766649931669235,0.051139746344376145,0.01
0.15656229853630066,0.14113485402441064,0.01
0.15012723207473755,0.13250231986272001,0.01
0.0828586220741272,0.09115174789833194,0.01
0.11008522659540176,0.09662318343816109,0.01
0.1438138335943222,0.1481360439189074,0.01
0.15491731464862823,0.13558499934018814,0.01
0.18238992989063263,0.3441198298176308,0.01
0.08265802264213562,0.21109993874173724,0.01
0.06454630196094513,0.07860081891633565,0.01
0.03437500074505806,0.029132705842059216,0.01
0.03354865685105324,0.03299861226712992,0.01
0.11373288929462433,0.09208062847133669,0.01
0.10696354508399963,0.08748318195177177,0.01
0.10791756957769394,0.10151963167415937,0.01
0.0722038671374321,0.08288315542168768,0.01
0.1236683651804924,0.1212199998809016,0.01
0.1141607016324997,0.10246775229452765,0.01
0.09274639934301376,0.09681142445240068,0.01
0.11602210253477097,0.2020539215925516,0.01
0.11867007613182068,0.1168649393062734,0.01
0.15069551765918732,0.19538564357113133,0.01
0.11063829809427261,0.11624486260007574,0.01
0.146163210272789,0.1419559463104695,0.01
0.08856252580881119,0.09706534675594332,0.01
0.16019566357135773,0.14879760316763518,0.01
0.05183495581150055,0.059444499367323524,0.01
0.16241595149040222,0.16389780273676785,0.01
0.09939301759004593,0.12554364525030656,0.01
0.2755581736564636,0.3295976508440023,0.01
0.09669811278581619,0.09926790531844336,0.01
0.08388867229223251,0.07079963541068271,0.01
0.3422222137451172,0.430558752867637,0.01
0.11415524780750275,0.10164427205897486,0.01
0.12162162363529205,0.10284583622634988,0.01
0.062439341098070145,0.06467547382240693,0.01
0.171875,0.13960365418192383,0.01
0.06287907063961029,0.061646740593346704,0.01
0.2566864788532257,0.24612494135530852,0.01
0.09824198484420776,0.09687874650244829,0.01
0.28942906856536865,0.31989674682640923,0.01
0.117903932929039,0.1528665081546064,0.01
0.12204724550247192,0.13628347044784708,0.01
0.1869688332080841,0.24338507670637374,0.01
0.12080536782741547,0.11860726820024178,0.01
0.16390584409236908,0.1966044998115096,0.01
0.1717112958431244,0.18643846997741934,0.01
0.08811748772859573,0.07756308968281173,0.01
0.0801299437880516,0.09428658521836739,0.01
0.13196329772472382,0.12977949248741452,0.01
0.10662177205085754,0.10483253343002893,0.01
0.12661674618721008,0.1593286973267341,0.01
0.22066549956798553,0.11873294654554115,0.01
0.09555069357156754,0.0867691672081869,0.01
0.05360369384288788,0.04966681515576611,0.01
0.15475113689899445,0.16358924144596182,0.01
0.24831460416316986,0.27894708829621606,0.01
0.1174432709813118,0.10470393469948683,0.01
0.16102683544158936,0.17294078436256027,0.01
0.19111968576908112,0.2020092209760623,0.01
0.1947898119688034,0.20706559830217816,0.01
0.05968537926673889,0.05190722998054047,0.01
0.02864368073642254,0.027772831619809514,0.01
0.10327313840389252,0.08573226448030431,0.01
0.07984969764947891,0.11832022456753233,0.01
0.12646886706352234,0.12370408282640452,0.01
0.19316332042217255,0.2352013442088694,0.01
0.08781622350215912,0.08253150254671854,0.01
0.07182320207357407,0.06166966626143412,0.01
0.17845536768436432,0.18771272157852525,0.01
0.1520395576953888,0.13061059758207993,0.01
0.076454296708107,0.10720595677630833,0.01
